2,11,72.8,82.8,1.97,1976.0,-70.7,121.3,41,59.1,11.0,1.19,1
9,12,39.8,44.9,-4.43,1843.0,160.2,151.6,252,50.2,16.0,1.76,0
4,23,55.4,69.5,6.49,1415.0,149.9,252.4,113,57.9,6.1,2.12,0
8,30,50.5,53.5,-4.23,3252.0,256.0,114.4,240,41.3,6.8,3.05,0
2,9,44.9,56.6,-17.55,996.0,345.5,119.5,39,61.4,6.9,0.12,0
11,16,68.0,73.1,-9.16,1821.0,176.4,61.8,316,96.8,4.7,2.73,0
7,2,53.4,60.6,6.24,2421.0,106.2,226.1,182,57.4,6.7,1.53,0
3,17,70.8,79.6,10.48,2661.0,380.5,197.3,77,71.1,8.2,3.82,1
5,11,20.5,26.2,-7.63,2375.0,218.8,86.1,131,38.0,13.4,1.6,0
8,28,30.9,38.8,-0.84,2959.0,146.9,161.9,238,100,14.0,2.1,1
3,23,27.0,36.6,-0.15,1628.0,203.4,79.9,83,76.5,8.2,3.03,0
3,6,66.2,83.5,-10.97,2566.0,8.3,121.2,66,63.2,13.7,0.56,0
8,29,61.7,69.9,7.78,3474.0,296.5,170.4,239,58.7,14.0,1.64,0
5,7,90.3,100.3,4.14,2237.0,103.4,158.9,127,58.7,7.2,2.48,1
11,25,39.2,49.1,-4.54,1014.0,79.8,160.6,325,50.7,9.7,0.7,0
11,7,35.4,39.2,-4.13,596.0,256.0,48.3,307,83.7,4.7,1.61,0
12,5,73.1,87.3,1.59,1742.0,92.4,170.4,335,78.4,12.8,1.78,0
3,9,92.1,94.7,4.55,1614.0,315.7,41.2,69,52.2,8.3,2.02,0
11,13,42.1,62.7,-4.95,809.0,325.5,194.1,313,62.2,2.3,2.42,0
10,13,73.8,71.0,2.54,2117.0,413.1,139.5,283,18.8,4.7,2.06,0
12,10,61.4,69.6,-5.21,1961.0,176.3,149.8,340,59.7,8.5,3.24,0
6,22,81.4,88.5,-12.31,1484.0,130.4,10,172,38.7,1.7,0.23,1
12,12,26.7,38.0,6.49,1816.0,280.5,177.0,342,57.7,12.7,1.17,0
5,7,98.0,105.1,-0.42,1437.0,207.4,203.3,127,66.3,7.8,0.5,0
4,3,101.7,115.4,-10.92,495.0,53.5,131.0,93,94.3,9.3,0.69,0
3,5,23.8,31.1,10.37,2773.0,243.4,161.6,65,66.4,2.8,2.78,0
7,17,56.4,68.0,-0.1,1031.0,203.3,65.3,197,47.8,9.0,3.36,0
11,17,46.8,65.0,26.43,2314.0,239.6,68.2,317,84.6,12.0,0,0
3,3,68.4,84.3,5.97,665.0,70.2,60.7,63,78.4,6.7,3.14,0
12,4,70.7,73.7,-0.48,481.0,195.7,184.2,334,62.5,11.6,1.01,1
7,11,60.4,67.4,-8.67,2790.0,389.5,223.4,191,75.5,9.5,2.25,0
3,18,96.9,112.4,-13.03,1300.0,-39.7,184.9,78,79.6,6.5,2.28,0
5,12,52.0,67.7,3.77,2267.0,280.7,152.0,132,44.8,6.1,1.83,0
4,26,34.2,47.5,-0.78,641.0,97.5,51.8,116,37.3,4.3,1.92,0
5,30,50.9,60.5,-1.25,2457.0,53.8,93.1,150,66.5,7.3,1.81,0
4,13,40.6,53.2,-10.76,2682.0,193.1,43.4,103,65.7,8.7,2.76,0
5,15,75.9,82.3,-9.85,1153.0,201.1,120.9,135,50.2,5.0,2.35,0
8,17,52.3,60.7,-10.56,2412.0,268.5,122.5,227,62.6,10.1,1.97,1
12,14,71.0,83.6,4.99,1480.0,31.6,174.4,344,28.6,15.2,2.87,1
1,15,86.5,90.8,-11.28,1271.0,135.6,59.6,15,63.1,8.5,1.19,0
12,30,83.9,89.7,4.54,2423.0,246.2,100.3,360,64.7,12.5,0.8,0
3,3,46.2,56.0,-19.36,1641.0,53.9,198.5,63,75.4,1.3,2.05,0
10,5,65.1,75.7,-13.66,2359.0,352.3,19.5,275,61.2,8.3,0.91,0
10,21,38.4,42.1,5.39,903.0,193.3,138.3,291,44.1,9.2,1.95,0
5,15,61.0,69.0,-1.19,1907.0,125.2,197.6,135,30.4,4.4,1.21,0
9,31,64.9,62.6,-15.85,2203.0,105.9,76.9,271,48.7,8.3,2.43,0
6,23,58.2,75.7,3.83,2967.0,212.8,193.0,173,58.6,5.1,1.39,0
7,14,59.2,60.3,8.69,2115.0,112.6,166.3,194,41.5,6.6,1.98,0
10,28,90.2,101.6,0.67,829.0,-62.1,87.6,298,87.2,6.9,1.55,0
2,10,30.9,37.8,-3.98,2119.0,82.0,10,40,100,7.8,3.24,0
1,12,69.9,74.6,16.33,1007.0,338.5,218.7,12,100,9.9,2.69,0
9,25,26.4,34.0,-13.62,1554.0,285.7,61.7,265,50.5,6.7,2.65,0
3,24,80.1,84.4,1.14,1487.0,87.9,73.9,84,65.6,8.0,0.91,0
5,31,62.3,66.0,1.9,1091.0,494.3,63.5,151,44.2,8.8,1.1,0
4,26,69.9,70.3,-11.93,2617.0,211.2,23.4,116,93.8,6.8,0.83,1
2,25,65.5,81.0,-17.03,1624.0,388.1,191.8,55,76.9,0.4,2.94,0
6,8,47.1,55.2,0.16,1862.0,270.8,197.2,158,78.5,6.9,2.48,1
8,23,69.8,71.0,-12.85,1963.0,186.5,113.4,233,62.4,10.2,3.27,0
5,8,46.0,55.4,0.37,505.0,270.0,92.0,128,62.6,12.5,1.24,1
9,19,55.5,68.8,-11.98,2225.0,174.4,182.2,259,55.7,6.5,2.37,0
9,26,53.9,71.5,-2.74,1054.0,252.9,10,266,17.6,8.0,2.18,0
6,8,52.3,53.9,-0.24,458.0,149.1,135.7,158,24.9,5.9,2.79,0
12,16,82.9,85.5,-12.76,3027.0,247.2,71.7,346,64.4,10.6,2.18,1
5,17,28.4,45.0,-4.15,1786.0,107.5,80.7,137,64.1,7.0,1.55,0
7,29,43.1,47.9,3.06,2451.0,137.5,155.6,209,88.3,3.2,3.32,0
2,24,38.0,50.9,3.04,1734.0,151.8,146.9,54,52.1,11.0,0.5,0
8,12,64.5,65.4,2.2,2689.0,79.6,41.4,222,71.4,8.4,1.67,0
7,12,25.1,34.3,-0.92,1920.0,272.0,46.5,192,50.4,8.8,2.13,0
10,2,80.8,83.7,-9.4,2482.0,130.4,126.4,272,34.0,4.0,1.81,0
4,31,77.2,93.6,-9.91,1755.0,80.4,102.3,121,58.6,12.3,2.82,0
8,7,54.7,73.1,8.91,200,243.2,95.8,217,62.9,4.8,0.24,1
6,23,75.7,88.7,10.12,764.0,101.7,10,173,37.0,2.6,1.49,1
3,8,54.5,64.8,-3.79,1026.0,128.7,145.1,68,36.1,6.7,1.73,0
12,24,36.7,47.5,-10.82,2314.0,240.9,157.1,354,80.0,10.0,1.48,0
9,21,54.0,55.3,-9.16,2402.0,269.8,196.6,261,32.2,4.6,1.9,1
12,8,30.7,52.5,10.22,801.0,166.4,205.2,338,50.2,7.4,1.6,0
3,19,76.0,89.2,-3.66,1057.0,6.0,28.9,79,36.4,1.1,1.27,1
1,31,40.1,44.0,-9.95,640.0,18.7,162.9,31,31.9,8.1,1.38,0
11,13,98.7,108.0,0.98,2551.0,214.5,79.7,313,61.3,5.3,1.46,0
12,28,44.8,59.8,-1.36,790.0,237.1,147.6,358,75.7,11.0,2.2,0
10,14,59.5,69.6,14.02,2133.0,257.1,74.1,284,51.9,8.4,0.83,0
8,29,53.6,64.8,6.94,1430.0,248.7,111.3,239,56.1,9.0,0,0
8,10,56.2,54.9,-5.54,248.0,271.4,105.6,220,26.4,5.3,2.75,0
4,12,48.4,57.6,-15.6,1714.0,100.0,297.2,102,55.7,6.2,2.99,0
6,18,52.2,71.5,-7.02,2050.0,302.9,101.7,168,60.0,10.3,2.68,0
8,5,38.0,43.5,-7.19,2723.0,358.6,276.3,215,58.9,4.6,1.03,0
12,19,83.9,90.5,12.0,939.0,299.2,198.8,349,56.7,9.9,0.46,0
1,20,8.6,21.1,0.84,395.0,-2.5,75.0,20,49.4,6.8,1.04,0
3,27,36.9,46.3,-3.84,2116.0,148.5,171.7,87,62.1,11.6,3.25,0
10,30,20.6,32.7,-3.77,511.0,14.1,111.0,300,82.8,7.9,0.21,0
9,11,86.5,87.9,-5.44,2564.0,33.0,135.6,251,45.2,0,2.25,1
5,8,102.7,106.6,-0.34,511.0,116.0,55.3,128,34.6,8.6,3.47,1
10,22,43.5,41.2,-6.56,1170.0,234.9,124.9,292,48.9,17.6,2.65,1
8,21,54.2,71.0,0.95,2700.0,336.1,82.2,231,78.0,12.2,1.36,0
9,8,48.0,56.7,-4.0,662.0,265.9,203.1,248,80.3,13.1,2.04,0
7,21,88.9,94.0,-7.28,1825.0,269.9,108.1,201,33.4,1.1,3.11,0
12,28,67.5,89.7,-8.85,2501.0,388.2,180.6,358,100,12.0,1.98,0
12,31,65.3,71.7,4.55,1907.0,-53.1,37.1,361,48.8,11.8,1.23,0
3,28,38.0,43.2,-2.17,2009.0,66.7,109.7,88,31.3,7.9,1.83,0
5,19,49.6,56.1,-10.75,1017.0,61.9,155.5,139,50.5,11.6,4.34,0
4,1,83.7,93.4,3.85,1797.0,-130.7,89.2,91,90.3,13.8,2.1,0
1,22,66.4,79.9,-9.83,2279.0,314.9,62.7,22,56.3,9.9,2.72,0
4,31,47.4,59.7,1.43,1734.0,3.3,54.6,121,72.7,3.1,2.23,0
4,25,55.5,75.6,0.31,1513.0,-9.8,150.7,115,82.7,10.4,3.17,0
10,18,63.6,76.7,3.77,1356.0,159.4,142.0,288,85.4,12.0,2.65,0
8,5,35.2,44.6,6.33,2066.0,234.3,29.9,215,30.8,12.5,1.97,1
6,23,31.4,59.1,8.0,2027.0,148.9,133.9,173,57.9,2.2,2.93,0
12,21,72.0,80.7,4.77,1199.0,268.3,90.9,351,100,13.0,2.38,0
2,6,48.2,64.2,-2.36,3296.0,405.9,171.2,36,31.1,12.4,1.85,0
7,18,45.6,58.6,-6.5,1864.0,259.3,233.4,198,60.5,7.0,1.26,0
1,8,34.0,44.8,1.55,2806.0,200.9,114.5,8,54.0,7.8,0.99,0
4,25,59.0,67.5,-8.61,1734.0,245.2,30.9,115,48.7,12.9,1.59,0
3,22,41.0,44.9,-3.1,1589.0,318.2,38.0,82,42.2,10.7,3.34,0
1,12,80.1,86.9,-0.44,1067.0,108.0,137.1,12,36.1,12.7,0.08,0
12,5,60.8,75.4,-18.67,200,46.8,89.9,335,56.2,8.1,2.67,0
8,28,39.6,55.0,-0.75,1521.0,49.8,177.0,238,67.5,8.4,2.45,0
4,16,32.4,45.7,14.86,1175.0,415.2,129.3,106,72.6,7.6,0.34,0
4,23,45.4,52.9,6.73,1235.0,185.8,62.0,113,41.5,7.2,1.91,0
2,26,76.5,93.2,-3.05,2698.0,-57.9,77.3,56,75.0,5.4,1.73,1
5,18,76.7,83.6,-6.0,1978.0,110.6,171.4,138,71.8,3.9,1.14,1
8,31,32.4,40.8,-14.94,489.0,214.5,100.3,241,68.8,5.6,1.82,0
11,31,59.4,70.0,9.01,200,66.7,31.2,331,27.2,12.0,2.18,1
9,15,83.0,87.2,5.93,1197.0,23.1,51.0,255,62.4,13.1,2.05,1
9,24,47.3,73.6,12.57,1908.0,67.1,23.5,264,68.0,7.0,2.47,1
9,9,60.8,72.7,-7.79,1134.0,237.0,55.7,249,74.4,10.9,1.96,0
2,21,81.0,90.5,5.99,1911.0,69.2,167.6,51,39.7,3.3,3.68,0
6,19,72.3,98.3,-5.07,3166.0,1.8,136.4,169,100,6.2,0.79,1
2,22,89.4,93.6,-3.91,1670.0,261.0,97.4,52,85.8,6.7,2.02,0
2,10,26.6,38.9,3.06,2153.0,64.3,162.9,40,49.1,8.1,1.45,0
12,3,6.3,16.2,6.09,2034.0,224.9,73.5,333,65.9,0,0.63,1
5,26,73.8,90.8,-2.43,575.0,391.8,37.6,146,72.5,7.1,1.64,0
4,23,67.7,79.8,-12.21,2709.0,234.5,169.2,113,54.4,9.3,3.02,0
2,5,48.2,63.6,2.43,852.0,116.6,140.7,35,65.2,2.9,1.55,0
7,1,50.4,66.1,12.83,2623.0,441.7,26.9,181,49.0,6.9,1.6,0
8,5,61.7,77.6,1.31,940.0,232.7,160.5,215,67.1,8.1,3.4,0
4,15,67.0,80.2,4.82,1523.0,9.2,45.7,105,51.3,11.2,2.79,0
3,10,22.3,26.0,15.53,1961.0,266.3,274.1,70,48.4,6.4,3.49,0
10,26,55.8,71.6,1.24,1019.0,283.7,170.7,296,39.0,5.2,1.47,0
8,31,34.3,42.6,-10.3,1434.0,345.2,164.9,241,27.7,4.0,2.64,0
4,9,39.5,41.5,-1.24,1446.0,303.8,116.0,99,40.7,10.8,3.35,0
6,23,41.8,57.7,-8.06,1532.0,128.4,130.4,173,30.9,4.5,3.14,1
11,22,26.6,24.1,-9.0,2993.0,210.0,136.9,322,65.8,14.5,0.57,0
6,13,45.2,46.4,0.78,1583.0,103.1,188.9,163,59.7,5.5,4.16,1
12,5,45.4,59.9,0.07,802.0,135.5,142.2,335,56.2,3.7,2.28,0
1,28,57.2,65.6,1.21,2321.0,-96.1,115.7,28,35.9,4.6,1.71,0
8,8,62.5,64.4,2.56,2829.0,11.5,179.9,218,76.2,5.1,1.91,1
5,25,55.7,62.6,-15.67,482.0,66.5,64.3,145,55.6,8.6,2.46,0
8,17,70.3,79.2,-8.11,2264.0,251.2,156.8,227,48.1,8.6,1.17,0
10,3,26.3,33.9,-8.12,1779.0,226.7,96.8,273,67.9,3.9,2.87,0
7,6,32.7,43.3,14.15,851.0,200.6,152.1,186,56.9,10.5,2.76,0
1,16,34.0,51.2,9.12,2675.0,134.9,28.9,16,61.0,1.4,2.97,0
2,19,84.9,96.9,-3.68,2369.0,96.2,111.5,49,28.2,9.7,2.13,1
2,9,32.4,44.2,-16.71,753.0,332.7,212.4,39,68.2,0,1.13,0
11,25,55.6,77.8,4.12,1876.0,200.2,100.5,325,66.6,6.5,2.26,0
12,12,43.6,58.9,-10.42,754.0,239.4,143.9,342,24.2,9.8,0.78,0
10,18,79.5,104.0,-4.76,2756.0,304.8,98.7,288,89.8,3.7,3.1,0
1,9,77.6,89.7,-5.09,2154.0,99.2,92.9,9,23.5,8.4,0.5,0
10,21,52.8,69.0,-12.83,2087.0,205.7,101.9,291,43.9,7.7,2.88,0
6,19,48.3,68.6,-1.79,1610.0,-26.3,34.4,169,67.6,7.1,2.28,0
4,31,43.8,55.6,-3.75,3242.0,84.4,187.1,121,38.9,6.1,1.16,1
2,21,77.7,89.1,-10.67,2872.0,333.7,117.9,51,60.3,10.6,1.82,0
3,29,48.8,55.9,3.84,1487.0,115.6,82.4,89,30.0,14.2,2.51,0
12,25,70.6,81.5,9.62,1739.0,161.6,88.3,355,61.5,8.9,3.49,1
12,11,76.9,70.6,-5.76,1950.0,273.5,145.4,341,58.9,6.2,1.2,1
3,21,89.2,102.5,-2.2,1648.0,164.0,82.0,81,42.6,7.0,0.61,1
7,20,41.1,40.1,1.15,1941.0,169.5,39.9,200,21.6,14.8,1.78,1
2,8,64.1,66.4,-5.57,666.0,36.5,77.5,38,23.9,6.2,1.29,0
9,7,54.8,59.8,14.1,2325.0,301.6,100.3,247,77.9,11.1,0.98,0
6,30,42.7,50.3,5.23,2193.0,60.7,84.6,180,56.5,0,2.54,1
10,3,67.5,77.9,15.23,839.0,88.0,149.5,273,52.1,1.4,1.1,0
9,20,63.4,74.8,0.74,3335.0,295.8,154.4,260,58.1,5.5,3.18,0
11,22,45.4,51.4,-20.3,2508.0,173.4,164.8,322,68.8,7.1,1.74,0
11,24,51.1,61.5,-0.86,1829.0,180.8,64.6,324,60.4,0.6,1.8,0
6,5,54.9,52.7,-2.43,1351.0,254.7,88.1,155,38.0,10.1,1.78,0
8,15,103.7,111.7,-2.18,2057.0,110.9,176.9,225,88.8,12.7,1.08,1
12,17,90.6,100.8,0.45,1769.0,-10.2,221.8,347,81.9,17.2,3.76,0
11,14,62.2,72.9,3.97,2357.0,113.8,155.9,314,36.9,12.4,3.02,1
4,26,49.5,59.3,-15.31,2705.0,304.8,42.9,116,56.8,9.6,1.08,0
5,24,59.6,64.8,-8.23,968.0,90.8,125.6,144,46.9,13.5,1.01,1
1,30,43.9,56.2,-10.72,3008.0,378.2,17.3,30,89.3,8.1,2.94,0
9,8,31.4,28.0,7.84,2187.0,155.6,116.7,248,65.9,8.9,3.92,0
6,15,62.5,72.1,1.53,1992.0,187.1,98.6,165,40.5,6.2,2.72,1
6,30,52.1,65.0,-13.8,1686.0,62.4,116.7,180,67.8,10.0,3.66,0
3,4,65.3,81.1,-10.25,2299.0,246.9,111.0,64,54.4,10.9,2.43,0
12,23,62.2,68.9,-5.36,2031.0,113.7,81.9,353,10,7.0,2.19,0
3,1,88.8,95.3,-11.49,1402.0,213.1,135.6,61,62.8,6.0,3.61,0
4,27,66.9,69.5,5.12,2060.0,147.8,10,117,37.0,20.2,3.55,1
11,15,57.9,65.4,6.35,558.0,372.8,219.7,315,100,10.8,0.53,0
7,22,66.8,71.8,1.33,2288.0,114.6,87.9,202,63.8,3.8,1.09,0
8,14,70.2,75.6,4.7,2162.0,16.5,161.8,224,64.4,5.1,3.25,1
7,26,54.2,62.6,-10.9,1894.0,58.9,71.6,206,52.9,7.9,2.23,0
1,29,60.4,65.9,1.26,907.0,67.7,182.0,29,61.3,10.3,2.01,0
12,2,68.4,79.7,-21.37,200,10.5,12.7,332,90.2,10.5,1.97,0
6,26,53.7,58.1,-12.47,1071.0,74.3,182.4,176,90.5,15.6,2.94,0
9,10,26.9,37.7,-0.01,2769.0,223.3,187.9,250,62.8,5.3,3.2,0
6,23,69.3,89.0,-0.1,1543.0,279.3,195.0,173,66.1,9.5,1.06,1
12,31,52.2,58.0,-11.05,1385.0,257.6,216.3,361,55.1,2.7,2.55,0
6,6,48.9,51.5,6.48,1045.0,56.5,189.5,156,67.7,4.4,1.92,1
1,31,40.0,47.7,-11.96,2562.0,0.9,85.3,31,54.8,5.0,3.65,0
11,19,71.7,86.0,-3.57,2031.0,106.8,163.2,319,26.3,0.2,2.65,0
6,15,30.9,45.0,-1.61,1490.0,62.5,142.1,165,28.9,12.1,2.32,0
3,29,23.1,39.5,-6.61,2374.0,267.5,26.9,89,30.3,4.8,2.17,0
1,10,74.5,89.1,-1.22,2329.0,234.1,147.1,10,52.3,16.5,3.08,0
6,20,92.9,101.7,-4.4,934.0,73.6,52.5,170,53.9,8.5,0.68,0
9,24,97.5,114.2,-6.49,1392.0,81.7,169.4,264,71.3,3.6,1.64,1
1,14,83.6,99.5,-8.47,1102.0,234.0,143.4,14,24.5,0,1.51,0
8,16,56.5,70.2,-5.85,1252.0,74.6,79.5,226,74.2,8.5,2.28,0
5,8,67.1,70.5,5.19,2755.0,313.3,170.9,128,67.4,4.1,2.03,1
7,27,42.1,36.7,-4.94,1027.0,-92.9,80.5,207,53.5,6.8,2.96,0
1,17,35.4,42.3,-22.54,760.0,343.0,237.1,17,13.7,11.1,2.34,0
1,14,65.8,83.8,3.73,2193.0,380.1,168.3,14,81.5,5.3,3.46,0
2,13,33.6,41.0,4.02,991.0,183.4,115.3,43,51.8,2.9,2.1,0
10,19,46.4,42.9,-12.28,2056.0,200.4,139.4,289,25.5,13.5,0.48,0
5,13,41.8,45.3,-6.85,1833.0,30.5,167.7,133,51.5,4.3,0.37,0
1,24,77.5,82.8,-1.02,1245.0,245.3,134.0,24,43.4,12.4,0.35,0
4,5,45.7,65.1,-0.94,1054.0,145.3,38.9,95,78.3,10.3,2.88,0
9,28,45.5,54.1,-0.06,1826.0,124.3,104.7,268,40.3,8.9,0.8,0
3,7,63.5,70.7,-0.06,1823.0,274.8,137.7,67,66.0,11.6,1.02,0
11,1,59.0,69.4,7.26,200,268.4,45.0,301,64.0,3.7,3.58,0
12,3,51.1,66.9,3.42,2640.0,398.0,94.1,333,41.9,3.2,1.88,1
11,1,73.3,80.1,-1.31,2417.0,358.0,133.5,301,87.0,13.9,1.45,0
5,14,82.8,85.6,-7.43,1893.0,120.2,188.9,134,41.1,4.3,5.86,0
6,18,58.2,63.3,-10.76,1635.0,221.8,284.9,168,83.3,3.0,0.46,0
12,31,66.8,73.6,6.01,2852.0,342.4,56.0,361,68.7,2.9,1.19,0
11,16,32.0,46.6,-2.1,1058.0,225.3,211.8,316,66.9,5.7,1.72,0
4,22,24.2,31.9,7.94,1088.0,-64.6,114.7,112,82.1,1.1,2.19,1
5,24,62.4,76.0,-14.67,2243.0,332.3,106.7,144,67.4,3.9,3.3,1
6,12,54.0,69.0,3.36,1024.0,273.1,60.9,162,67.2,7.5,2.91,0
7,17,41.4,50.8,0.55,2015.0,115.3,138.9,197,79.5,0.1,1.08,0
6,28,48.3,48.1,-13.26,1838.0,242.6,196.3,178,76.0,8.1,2.04,0
8,26,44.1,54.3,-5.42,897.0,55.0,10,236,89.6,7.2,2.19,1
6,31,70.8,81.3,0.6,1299.0,92.2,44.5,181,60.2,14.2,1.71,1
10,10,62.8,78.4,10.93,1552.0,262.0,108.8,280,33.3,3.6,3.78,0
6,29,25.1,35.7,6.88,3250.0,176.0,109.1,179,69.3,19.4,2.05,0
2,12,58.7,66.1,-15.76,940.0,288.2,131.2,42,32.3,7.0,1.83,0
1,2,48.1,52.3,-9.35,2438.0,98.7,125.5,2,50.5,2.7,1.54,0
5,20,80.1,87.5,-4.68,1933.0,117.6,114.1,140,50.2,9.4,2.31,1
4,25,53.2,70.5,1.73,2940.0,157.4,136.3,115,46.4,8.1,2.82,1
11,3,48.4,67.9,-10.39,1529.0,107.4,180.6,303,72.8,7.7,1.54,0
4,15,70.0,79.6,-5.58,1832.0,182.5,135.2,105,50.9,15.0,1.37,1
1,1,82.2,97.5,-11.46,2110.0,266.1,42.7,1,70.6,9.3,1.69,0
3,4,17.6,36.6,-3.08,2532.0,294.3,33.2,64,38.8,2.3,3.17,1
